chapter,paragraph,sentence,entities
4,1,24,['Ganoes Stabro Paran']
4,1,32,['Hood']
4,1,33,['Ganoes Stabro Paran']
4,1,38,['Ganoes Stabro Paran']
4,1,41,['Oponn']
4,1,42,['Oponn']
4,1,63,['Ganoes Stabro Paran']
4,1,65,['Ganoes Stabro Paran']
4,1,81,['Ganoes Stabro Paran']
4,1,83,"['Oponn', 'Ganoes Stabro Paran']"
4,1,92,['Ganoes Stabro Paran']
4,1,105,['Ganoes Stabro Paran']
4,1,108,['Oponn']
4,1,112,['Ganoes Stabro Paran']
4,1,117,['Ganoes Stabro Paran']
4,1,121,['Lorn']
4,1,123,['Ganoes Stabro Paran']
4,1,126,"['Ganoes Stabro Paran', 'Oponn', 'Hood']"
4,1,128,['Shadowthrone Ammanas']
4,1,133,['Ganoes Stabro Paran']
4,1,135,['Ganoes Stabro Paran']
4,1,140,['Shadowthrone Ammanas']
4,1,145,['Ganoes Stabro Paran']
4,1,150,['Hood']
4,1,154,['Ganoes Stabro Paran']
4,1,160,['Ganoes Stabro Paran']
4,2,0,['Ganoes Stabro Paran']
4,2,11,['Ganoes Stabro Paran']
4,2,12,['Picker']
4,2,17,['Picker']
4,2,18,['Kalam']
4,2,21,['Antsy']
4,2,22,"['Hedge', 'Mallet', 'Picker']"
4,2,25,['Ganoes Stabro Paran']
4,2,33,"['Picker', 'Ganoes Stabro Paran']"
4,2,39,['Ganoes Stabro Paran']
4,2,42,['Picker']
4,3,15,['Kalam']
4,3,19,['Kalam']
4,3,21,['Tayschrenn']
4,3,24,['Kalam']
4,3,30,['Kalam']
4,3,37,['Kalam']
4,3,39,['Kalam']
4,3,46,['Oponn']
4,4,0,['Tattersail']
4,4,4,['Oponn']
4,4,9,['Tattersail']
4,4,19,['Tattersail']
4,4,25,['Tattersail']
4,4,31,['Tayschrenn']
4,4,43,['Tattersail']
4,4,44,['Quick Ben']
4,4,47,['Hairlock']
4,4,50,['Tattersail']
4,5,0,['Whiskeyjack']
4,5,6,['Fiddler']
4,5,10,['Tattersail']
4,5,16,['Fiddler']
4,5,19,['Fiddler']
4,5,27,"['Whiskeyjack', 'Fiddler']"
4,5,32,['Tattersail']
4,5,48,['Tayschrenn']
4,5,50,['Fiddler']
4,5,53,['Tayschrenn']
4,5,55,['Fiddler']
4,5,57,['Fiddler']
4,5,62,['Fiddler']
4,5,70,['Ganoes Stabro Paran']
4,5,71,['Fiddler']
4,5,72,['Dujek Onearm']
4,5,74,['Kalam']
4,5,77,['Mallet']
4,5,78,['Ganoes Stabro Paran']
4,5,79,['Dujek Onearm']
4,5,81,['Fiddler']
4,5,82,['Fiddler']
4,5,83,['Dujek Onearm']
4,5,87,['Ganoes Stabro Paran']
4,5,88,['Whiskeyjack']
4,5,92,['Ganoes Stabro Paran']
4,5,96,['Fiddler']
4,5,108,['Whiskeyjack']
4,5,117,['Dujek Onearm']
4,5,118,['Whiskeyjack']
4,5,123,['Fiddler']
4,5,127,"['Dujek Onearm', 'Fiddler']"
4,5,129,['Whiskeyjack']
4,5,141,"['Whiskeyjack', 'Fiddler']"
4,5,142,['Dujek Onearm']
4,5,148,['Fiddler']
4,5,153,['Fiddler']
4,5,154,['Whiskeyjack']
4,5,155,['Dujek Onearm']
4,5,156,"['Dujek Onearm', 'Dujek Onearm']"
4,5,157,['Dujek Onearm']
4,5,169,['Dujek Onearm']
4,6,0,['Quick Ben']
4,6,3,['Kalam']
4,6,4,['Tattersail']
4,6,5,['Kalam']
4,6,6,['Tattersail']
4,6,8,['Quick Ben']
4,6,9,['Hairlock']
4,6,10,['Hairlock']
4,6,11,['Quick Ben']
4,6,12,['Hairlock']
4,6,13,['Quick Ben']
4,6,15,['Oponn']
4,6,16,['Tattersail']
4,6,19,['Quick Ben']
4,6,20,['Hairlock']
4,6,21,['Kalam']
4,6,23,['Tayschrenn']
4,6,30,['Kalam']
4,6,32,['Tattersail']
4,6,33,['Hairlock']
4,6,35,['Tayschrenn']
4,6,39,['Kalam']
4,6,40,['Tattersail']
4,6,47,['Kalam']
4,6,51,['Tattersail']
4,6,58,['Mallet']
4,6,59,"['Quick Ben', 'Tattersail']"
4,6,60,['Ganoes Stabro Paran']
4,6,61,['Kalam']
4,6,66,['Kalam']
4,6,70,['Tattersail']
4,6,71,['Mallet']
4,6,83,['Tattersail']
4,6,84,['Kalam']
4,6,85,['Mallet']
4,6,89,['Kalam']
4,6,90,['Ganoes Stabro Paran']
4,6,91,['Mallet']
4,6,96,['Tattersail']
4,6,100,['Ganoes Stabro Paran']
4,6,104,['Tattersail']
4,6,105,['Picker']
4,6,106,['Ganoes Stabro Paran']
4,6,107,"['Mallet', 'Hedge']"
4,6,109,['Kalam']
4,6,110,['Hedge']
4,6,112,['Tattersail']
4,6,113,"['Mallet', 'Hedge']"
4,6,114,['Kalam']
4,6,117,['Tattersail']
4,6,118,['Ganoes Stabro Paran']
4,6,120,['Mallet']
4,6,126,['Tattersail']
4,6,128,"['Mallet', 'Kalam']"
4,6,130,['Tattersail']
4,6,131,"['Quick Ben', 'Ganoes Stabro Paran']"
4,6,133,['Ganoes Stabro Paran']
4,6,134,['Kalam']
4,6,135,"['Hairlock', 'Tattersail', 'Quick Ben']"
4,6,136,['Hairlock']
4,6,140,"['Kalam', 'Mallet']"
4,6,142,['Tattersail']
4,6,148,['Tattersail']
4,7,1,['Fiddler']
4,7,4,['Dujek Onearm']
4,7,5,['Fiddler']
4,7,10,['Fiddler']
4,7,24,['Whiskeyjack']
4,7,31,['Whiskeyjack']
4,7,35,['Whiskeyjack']
4,7,41,['Whiskeyjack']
4,7,43,['Dujek Onearm']
4,7,45,"['Whiskeyjack', 'Sorry']"
4,7,49,['Ganoes Stabro Paran']
4,7,50,"['Quick Ben', 'Kalam']"
4,7,51,"['Kalam', 'Dujek Onearm']"
4,7,53,['Sorry']
4,7,58,['Dujek Onearm']
4,7,61,['Mallet']
4,7,62,['Dujek Onearm']
4,7,67,['Whiskeyjack']
4,7,69,"['Fiddler', 'Hedge', 'Trotts']"
4,7,72,"['Quick Ben', 'Kalam', 'Sorry']"
4,7,78,['Dujek Onearm']
4,7,82,['Dujek Onearm']
4,7,83,['Sorry']
4,7,86,['Sorry']
4,7,87,['Kalam']
4,7,88,['Kalam']
4,7,89,['Sorry']
4,7,90,['Whiskeyjack']
4,7,91,['Kalam']
4,7,94,['Whiskeyjack']
4,7,99,['Whiskeyjack']
4,7,107,['Whiskeyjack']
4,8,9,"['Shadowthrone Ammanas', 'Gear']"
4,8,13,['Gear']
4,8,14,"['Shadowthrone Ammanas', 'Gear']"
4,8,16,['Gear']
4,8,18,['Gear']
4,8,23,['Gear']
4,8,26,['Gear']
4,8,28,['Gear']
4,10,0,['Tattersail']
4,10,3,['Hairlock']
4,10,5,['Tayschrenn']
4,10,8,['Tayschrenn']
4,10,9,['Hairlock']
4,10,16,['Hairlock']
4,10,24,['Hairlock']
4,10,25,['Tattersail']
4,10,26,['Quick Ben']
4,10,32,"['Hairlock', 'Quick Ben']"
4,10,33,['Tattersail']
4,10,34,['Tayschrenn']
4,10,36,['Hairlock']
4,10,41,"['Tattersail', 'Hairlock']"
4,10,47,['Tattersail']
4,10,54,['Tattersail']
4,10,57,['Tattersail']
4,10,62,['Tattersail']
4,10,65,['Tattersail']
4,10,71,['Hairlock']
4,10,76,['Tattersail']
4,10,84,['Tattersail']
4,10,85,['Tattersail']
4,10,87,['Hairlock']
4,10,88,['Gear']
4,10,90,['Tattersail']
4,10,92,['Hairlock']
4,10,97,['Tattersail']
4,10,104,['Ganoes Stabro Paran']
4,10,106,"['Gear', 'Hairlock', 'Ganoes Stabro Paran']"
4,10,107,['Tattersail']
4,10,108,['Ganoes Stabro Paran']
4,10,110,['Gear']
4,10,111,['Gear']
4,10,113,"['Hairlock', 'Gear']"
4,10,114,['Tattersail']
4,10,115,['Gear']
4,10,119,"['Tattersail', 'Ganoes Stabro Paran']"
4,10,123,['Oponn']
4,10,124,"['Hairlock', 'Tattersail']"
4,10,128,['Tattersail']
4,10,130,['Hairlock']
4,10,131,['Shadowthrone Ammanas']
4,10,134,['Hairlock']
4,10,140,"['Tattersail', 'Hairlock']"
5,0,20,['Kruppe']
5,0,25,['Kruppe']
5,0,26,['Kruppe']
5,0,32,['Kruppe']
5,0,38,['Kruppe']
5,0,39,['Kruppe']
5,0,48,['Kruppe']
5,0,51,['Kruppe']
5,0,53,['Kruppe']
5,0,60,['Kruppe']
5,0,68,['Kruppe']
5,0,70,['Kruppe']
5,0,74,['Kruppe']
5,0,77,['Kruppe']
5,0,81,['Kruppe']
5,0,83,['Kruppe']
5,0,88,['Kruppe']
5,0,91,['Kruppe']
5,0,104,['Kruppe']
5,0,105,['Kruppe']
5,0,113,['Kruppe']
5,0,119,['Kruppe']
5,0,121,['Kruppe']
5,0,122,['Kruppe']
5,0,125,['Kruppe']
5,0,129,['Kruppe']
5,0,131,['Kruppe']
5,0,134,['Kruppe']
5,0,135,['Kruppe']
5,0,137,['Kruppe']
5,0,139,['Kruppe']
5,0,142,"['Kruppe', 'Kruppe']"
5,0,147,['Kruppe']
5,0,149,['Kruppe']
5,0,153,['Kruppe']
5,0,154,['Kruppe']
5,0,158,['Kruppe']
5,0,162,['Kruppe']
5,0,163,"['Kruppe', 'Kruppe']"
5,0,165,['Kruppe']
5,0,167,['Kruppe']
5,0,170,['Kruppe']
5,0,174,['Kruppe']
5,0,175,['Kruppe']
5,0,179,['Kruppe']
5,0,181,['Kruppe']
5,0,182,['Kruppe']
5,0,185,['Kruppe']
5,0,187,"['Kruppe', 'Kruppe']"
5,0,189,['Kruppe']
5,0,192,['Kruppe']
5,1,22,"[""Challice D'Arle"", ""Estraysian D'Arle""]"
5,1,26,['Crokus Younghand']
5,1,28,['Crokus Younghand']
5,1,33,['Crokus Younghand']
5,1,37,['Crokus Younghand']
5,1,45,['Crokus Younghand']
5,1,48,['Crokus Younghand']
5,1,52,['Crokus Younghand']
5,1,60,['Crokus Younghand']
5,2,0,"[""Challice D'Arle"", ""Estraysian D'Arle""]"
5,2,8,['Talo Krafar']
5,2,15,['Talo Krafar']
5,2,23,['Talo Krafar']
5,2,28,['Vorcan']
5,2,32,['Talo Krafar']
5,2,36,['Talo Krafar']
5,2,39,['Talo Krafar']
5,2,56,['Talo Krafar']
5,3,1,['Crokus Younghand']
5,3,13,['Crokus Younghand']
5,3,26,['Crokus Younghand']
5,3,30,"[""K'rul""]"
5,3,36,['Crokus Younghand']
5,4,0,['Talo Krafar']
5,4,16,['Talo Krafar']
5,6,3,['Talo Krafar']
5,7,0,['Crokus Younghand']
5,7,3,['Crokus Younghand']
5,8,0,"[""K'rul""]"
5,9,0,['Crokus Younghand']
5,9,11,['Crokus Younghand']
5,9,13,['Crokus Younghand']
5,9,15,['Crokus Younghand']
5,9,22,['Crokus Younghand']
5,9,25,['Crokus Younghand']
5,9,29,['Crokus Younghand']
5,9,32,['Crokus Younghand']
5,9,38,['Crokus Younghand']
5,9,42,['Crokus Younghand']
5,9,49,['Crokus Younghand']
5,9,51,['Crokus Younghand']
5,9,57,['Crokus Younghand']
5,9,62,['Crokus Younghand']
5,9,63,['Crokus Younghand']
5,9,65,['Crokus Younghand']
5,9,73,['Crokus Younghand']
5,9,78,['Crokus Younghand']
5,9,81,['Crokus Younghand']
5,9,88,['Crokus Younghand']
5,9,96,['Crokus Younghand']
5,9,103,"['Crokus Younghand', 'Sulty']"
5,9,105,['Crokus Younghand']
6,0,0,['Crone']
6,0,8,['Crone']
6,0,15,['Crone']
6,1,16,['Turban Orr']
6,1,17,['Turban Orr']
6,1,19,"['Lady Orr', 'Turban Orr']"
6,1,25,['Circle Breaker']
6,2,3,['Baruk']
6,2,7,['Turban Orr']
6,2,8,"['Circle Breaker', 'Eel']"
6,2,9,['Baruk']
6,2,10,['Eel']
6,2,12,['Circle Breaker']
6,2,14,['Eel']
6,2,21,['Baruk']
6,2,24,['Baruk']
6,2,28,['Baruk']
6,2,33,['Baruk']
6,2,36,['Baruk']
6,2,46,['Baruk']
6,2,50,['Crone']
6,2,52,['Baruk']
6,2,60,['Crone']
6,2,61,['Baruk']
6,2,62,['Crone']
6,2,65,['Baruk']
6,2,71,"['Crone', 'Baruk']"
6,2,85,['Baruk']
6,2,89,['Baruk']
6,2,90,['Crone']
6,2,93,['Crone']
6,2,95,['Crone']
6,2,96,['Baruk']
6,2,102,"['Baruk', 'Crone']"
6,2,105,['Roald']
6,2,106,['Baruk']
6,2,108,['Baruk']
6,2,110,"['Roald', 'Turban Orr']"
6,2,111,['Crone']
6,2,117,['Baruk']
6,2,118,['Roald']
6,3,4,['Rallick Nom']
6,3,10,['Rallick Nom']
6,3,12,['Rallick Nom']
6,3,15,['Lim']
6,3,16,['Rallick Nom']
6,3,19,['Rallick Nom']
6,3,26,['Lim']
6,3,27,"['Lady of Beggars', 'Lady Orr']"
6,3,29,['Simtal']
6,3,32,['Lim']
6,3,33,"['Lady of Beggars', 'Lady Orr']"
6,3,37,['Lim']
6,3,41,"['Lady of Beggars', 'Lady Orr']"
6,3,46,['Lim']
6,3,50,['Rallick Nom']
6,3,53,['Rallick Nom']
6,3,57,['Rallick Nom']
6,3,61,"['Rallick Nom', 'Rallick Nom']"
6,3,62,['Rallick Nom']
6,4,0,['Turban Orr']
6,4,1,['Baruk']
6,4,4,"['Lady Orr', 'Turban Orr']"
6,4,5,"['Baruk', 'Crone']"
6,4,8,['Baruk']
6,4,13,['Baruk']
6,4,14,"['Lady Orr', 'Turban Orr']"
6,4,16,['Baruk']
6,4,22,['Baruk']
6,4,27,"['Baruk', 'Lady Orr', 'Turban Orr']"
6,4,34,"['Lady Orr', 'Turban Orr', 'Baruk']"
6,4,39,['Baruk']
6,4,41,['Baruk']
6,4,43,"['Crone', 'Baruk']"
6,4,47,"['Lady Orr', 'Turban Orr']"
6,4,48,['Baruk']
6,4,51,['Baruk']
6,4,52,['Crone']
6,4,55,"['Lady Orr', 'Turban Orr', 'Baruk']"
6,4,57,['Baruk']
6,4,60,['Crone']
6,4,61,"['Baruk', 'Lady Orr', 'Turban Orr']"
6,4,66,['Baruk']
6,4,69,['Turban Orr']
6,4,75,['Baruk']
6,4,78,"['Lady Orr', 'Turban Orr']"
6,4,83,['Baruk']
6,4,84,['Crone']
6,4,88,['Crone']
6,5,0,['Rallick Nom']
6,5,4,['Rallick Nom']
6,5,10,['Rallick Nom']
6,5,13,['Rallick Nom']
6,5,19,['Rallick Nom']
6,5,27,['Lim']
6,5,28,"['Rallick Nom', 'Osserc']"
6,5,33,['Rallick Nom']
6,5,35,['Rallick Nom']
6,5,39,['Rallick Nom']
6,5,41,['Rallick Nom']
6,5,42,['Ocelot']
6,5,46,['Rallick Nom']
6,5,48,"['Ocelot', 'Talo Krafar']"
6,5,50,['Rallick Nom']
6,5,55,['Rallick Nom']
6,5,56,['Vorcan']
6,5,57,['Ocelot']
6,5,60,['Rallick Nom']
6,5,62,['Rallick Nom']
6,5,63,['Vorcan']
6,5,69,['Ocelot']
6,5,74,['Ocelot']
6,5,77,['Rallick Nom']
6,5,80,['Rallick Nom']
6,5,81,['Ocelot']
6,5,83,"['Ocelot', 'Rallick Nom']"
6,5,87,"['Rallick Nom', 'Ocelot']"
6,5,89,['Rallick Nom']
6,6,0,['Crone']
6,6,2,['Baruk']
6,6,7,['Crone']
6,6,10,['Baruk']
6,6,12,['Crone']
6,6,16,['Baruk']
6,6,19,['Crone']
6,6,20,['Baruk']
6,6,24,['Baruk']
6,6,31,['Crone']
6,6,34,['Baruk']
6,6,39,['Baruk']
6,6,45,['Baruk']
6,6,49,['Baruk']
6,6,51,['Baruk']
6,6,53,['Baruk']
6,6,61,['Baruk']
6,6,63,['Anomander Rake']
6,6,64,['Baruk']
6,6,65,['Baruk']
6,6,66,['Caladan Brood']
6,6,69,['Baruk']
6,6,75,['Baruk']
6,6,81,['Anomander Rake']
6,6,83,['Baruk']
6,6,84,['Baruk']
6,6,85,['Baruk']
6,6,87,['Baruk']
6,6,90,['Baruk']
6,6,92,"['Anomander Rake', 'Baruk']"
6,6,100,['Baruk']
6,6,108,['Anomander Rake']
6,6,114,"['Anomander Rake', 'Caladan Brood']"
6,6,115,['Baruk']
6,6,120,['Anomander Rake']
6,6,123,['Tayschrenn']
6,6,125,['Baruk']
6,6,126,['Baruk']
6,6,127,['Anomander Rake']
6,6,131,['Baruk']
6,6,133,['Anomander Rake']
6,6,136,['Baruk']
6,6,137,['Anomander Rake']
6,6,144,['Baruk']
6,6,147,['Baruk']
6,6,148,['Baruk']
6,6,151,['Anomander Rake']
6,6,152,['Baruk']
6,6,156,['Baruk']
6,6,162,['Tayschrenn']
6,6,167,['Tayschrenn']
6,6,174,['Baruk']
6,6,178,['Baruk']
6,6,181,['Baruk']
6,6,185,['Baruk']
6,7,8,['Rallick Nom']
6,7,10,['Kruppe']
6,7,15,"['Murillio', 'Crokus Younghand']"
6,7,18,"['Kruppe', 'Crokus Younghand']"
6,7,22,['Kruppe']
6,7,23,['Kruppe']
6,7,24,['Rallick Nom']
6,7,25,['Murillio']
6,7,26,['Murillio']
6,7,30,"['Crokus Younghand', 'Rallick Nom', 'Murillio']"
6,7,31,['Kruppe']
6,7,33,"['Kruppe', 'Crokus Younghand']"
6,7,35,['Kruppe']
6,7,37,['Murillio']
6,7,39,['Kruppe']
6,7,40,['Kruppe']
6,7,42,['Coll']
6,7,45,['Murillio']
6,7,46,['Kruppe']
6,7,48,['Kruppe']
6,7,49,['Crokus Younghand']
6,7,51,['Kruppe']
6,7,55,['Rallick Nom']
6,7,59,['Rallick Nom']
6,7,62,['Kruppe']
6,7,63,['Kruppe']
6,7,64,['Rallick Nom']
6,7,65,"['Kruppe', 'Crokus Younghand']"
6,7,68,['Rallick Nom']
6,7,71,['Crokus Younghand']
6,7,73,"['Murillio', 'Crokus Younghand']"
6,7,74,['Kruppe']
6,7,79,['Sulty']
6,7,88,['Kruppe']
6,7,90,"['Rallick Nom', 'Murillio']"
6,7,91,['Crokus Younghand']
6,7,92,"['Murillio', 'Rallick Nom']"
6,7,93,['Coll']
6,7,95,['Crokus Younghand']
6,7,97,['Kruppe']
6,7,98,['Crokus Younghand']
6,7,99,['Kruppe']
6,7,102,['Rallick Nom']
6,7,105,['Coll']
6,7,108,['Sulty']
6,7,109,['Coll']
6,7,110,"['Kruppe', 'Rallick Nom']"
6,7,114,['Mammot']
6,7,116,['Crokus Younghand']
6,7,118,"['Kruppe', 'Crokus Younghand', 'Kruppe']"
6,7,119,"['Crokus Younghand', 'Coll']"
6,7,120,['Rallick Nom']
6,7,122,['Sulty']
6,7,123,['Crokus Younghand']
6,7,124,"['Kruppe', 'Sulty', 'Rallick Nom']"
6,7,126,['Kruppe']
6,7,127,"['Kruppe', 'Rallick Nom']"
6,7,128,['Kruppe']
6,7,131,['Sulty']
6,7,133,['Kruppe']
6,7,136,['Kruppe']
6,7,139,['Kruppe']
6,7,141,['Kruppe']
7,0,0,['Kruppe']
7,0,2,['Kruppe']
7,0,5,['Kruppe']
7,0,6,['Kruppe']
7,0,8,['Kruppe']
7,0,10,['Kruppe']
7,0,12,['Kruppe']
7,0,17,['Kruppe']
7,0,19,['Kruppe']
7,0,24,['Kruppe']
7,0,26,['Kruppe']
7,0,27,['Kruppe']
7,0,29,['Kruppe']
7,0,33,['Kruppe']
7,0,39,['Kruppe']
7,0,40,"[""K'rul""]"
7,0,41,['Kruppe']
7,0,44,"[""K'rul""]"
7,0,48,"[""K'rul"", 'Kruppe']"
7,0,49,['Kruppe']
7,0,53,['Kruppe']
7,0,57,['Kruppe']
7,0,59,['Kruppe']
7,0,68,['Kruppe']
7,0,74,"[""K'rul""]"
7,0,75,['Kruppe']
7,0,79,['Kruppe']
7,0,81,['Kruppe']
7,0,83,['Kruppe']
7,0,87,['Kruppe']
7,1,0,['Circle Breaker']
7,1,28,['Turban Orr']
7,1,33,['Eel']
7,1,35,['Eel']
7,1,37,['Turban Orr']
7,1,41,['Eel']
7,1,45,['Turban Orr']
7,1,63,['Eel']
7,2,2,['Lim']
7,2,4,['Simtal']
7,2,11,['Turban Orr']
7,2,12,['Simtal']
7,2,15,['Vorcan']
7,2,19,['Lim']
7,2,23,['Turban Orr']
7,2,29,['Simtal']
7,2,36,['Simtal']
7,2,40,['Turban Orr']
7,2,48,['Simtal']
7,2,56,['Turban Orr']
7,2,59,"['Turban Orr', 'Simtal']"
7,2,68,['Turban Orr']
7,2,75,['Simtal']
7,2,77,"['Simtal', 'Lady Orr', 'Turban Orr']"
7,2,84,['Simtal']
7,2,90,['Simtal']
7,2,92,['Turban Orr']
7,2,94,['Simtal']
7,3,22,['Murillio']
7,3,25,['Murillio']
7,3,30,['Murillio']
7,3,41,['Rallick Nom']
7,3,46,['Rallick Nom']
7,3,49,['Murillio']
7,3,51,['Murillio']
7,3,59,['Murillio']
7,3,60,['Rallick Nom']
7,3,64,"['Lady of Beggars', 'Lady Orr']"
7,3,84,['Lady Orr']
7,4,1,['Rallick Nom']
7,4,2,"['Ocelot', 'Murillio', 'Rallick Nom']"
7,4,9,['Rallick Nom']
7,4,16,['Rallick Nom']
7,4,18,['Murillio']
7,4,23,"['Rallick Nom', 'Murillio']"
7,4,25,"['Murillio', 'Turban Orr']"
7,4,26,['Murillio']
7,4,27,['Rallick Nom']
7,4,28,['Murillio']
7,4,29,['Rallick Nom']
7,4,30,"['Murillio', 'Rallick Nom']"
7,5,0,['Crokus Younghand']
7,5,2,"[""K'rul""]"
7,5,4,['Crokus Younghand']
7,5,13,['Lady of Beggars']
7,5,15,['Crokus Younghand']
7,5,22,['Crokus Younghand']
7,5,27,['Crokus Younghand']
7,5,28,['Turban Orr']
7,5,29,"['Lady Orr', 'Turban Orr']"
7,5,33,['Crokus Younghand']
7,5,39,['Crokus Younghand']
7,5,43,['Rallick Nom']
7,5,44,['Crokus Younghand']
7,5,45,['Rallick Nom']
7,5,47,['Crokus Younghand']
7,5,52,"['Rallick Nom', 'Rallick Nom']"
7,5,53,['Crokus Younghand']
7,5,56,['Rallick Nom']
7,5,65,"['Lady Orr', 'Turban Orr']"
7,5,68,['Rallick Nom']
7,5,69,"['Lady Orr', 'Turban Orr']"
7,5,70,['Crokus Younghand']
7,5,75,['Crokus Younghand']
7,5,78,['Crokus Younghand']
7,5,88,"[""Challice D'Arle"", ""Estraysian D'Arle""]"
7,5,89,['Crokus Younghand']
7,5,96,['Crokus Younghand']
7,5,99,['Crokus Younghand']
7,5,101,['Crokus Younghand']
7,5,104,['Kruppe']
7,5,105,['Kruppe']
7,5,106,"['Kruppe', ""D'rek""]"
7,5,107,"['Kruppe', 'Crokus Younghand', 'Kruppe']"
7,5,109,['Kruppe']
7,5,110,['Crokus Younghand']
7,5,113,"['Crokus Younghand', 'Kruppe']"
7,5,119,"['Kruppe', 'Crokus Younghand']"
7,5,121,['Kruppe']
7,5,124,['Kruppe']
7,5,125,['Crokus Younghand']
7,5,127,['Kruppe']
7,5,128,['Dessembrae']
7,5,129,['Crokus Younghand']
7,5,133,['Kruppe']
7,5,135,"['Kruppe', 'Crokus Younghand']"
7,5,136,['Kruppe']
7,5,138,['Kruppe']
7,5,140,['Kruppe']
7,5,142,['Crokus Younghand']
7,5,145,['Kruppe']
7,5,147,"[""Challice D'Arle"", ""Estraysian D'Arle""]"
7,5,151,['Kruppe']
7,5,153,['Kruppe']
7,5,154,['Kruppe']
7,5,156,['Kruppe']
7,5,158,['Crokus Younghand']
7,5,164,['Crokus Younghand']
7,5,165,['Kruppe']
7,5,166,['Kruppe']
7,5,171,['Crokus Younghand']
7,5,172,['Kruppe']
7,5,173,"[""Challice D'Arle"", ""Estraysian D'Arle""]"
7,5,175,"['Kruppe', 'Crokus Younghand']"
7,5,177,"['Lady Orr', 'Turban Orr', 'Kruppe']"
7,5,179,['Kruppe']
7,5,182,"['Lady Orr', 'Turban Orr']"
7,5,183,['Kruppe']
7,5,185,['Kruppe']
7,5,188,['Crokus Younghand']
7,5,190,['Kruppe']
7,5,191,['Crokus Younghand']
7,5,196,['Kruppe']
7,5,198,['Kruppe']
7,5,200,['Crokus Younghand']
7,5,203,"['Kruppe', 'Crokus Younghand']"
7,5,205,['Kruppe']
7,5,206,['Crokus Younghand']
7,5,210,['Kruppe']
7,5,212,['Crokus Younghand']
7,5,215,['Crokus Younghand']
7,5,222,['Kruppe']
7,6,5,['Murillio']
7,6,11,"['Krute of Talient', 'Krute of Talient']"
7,6,13,['Murillio']
7,6,16,['Krute of Talient']
7,6,20,['Krute of Talient']
7,6,25,['Murillio']
7,6,27,['Krute of Talient']
7,6,34,['Murillio']
7,6,36,['Krute of Talient']
7,6,37,['Murillio']
7,6,42,['Rallick Nom']
7,6,50,['Murillio']
7,6,52,['Rallick Nom']
7,6,57,['Murillio']
7,6,58,['Rallick Nom']
7,6,67,['Rallick Nom']
7,6,71,['Rallick Nom']
7,6,75,['Rallick Nom']
7,6,84,['Murillio']
7,6,85,['Rallick Nom']
7,6,88,"['Murillio', 'Rallick Nom']"
7,6,90,['Rallick Nom']
7,6,91,['Murillio']
7,6,96,['Kruppe']
7,6,98,['Crokus Younghand']
7,6,99,['Kruppe']
7,6,102,"['Crokus Younghand', 'Murillio']"
7,6,103,['Kruppe']
7,6,104,"['Crokus Younghand', 'Kruppe']"
7,6,107,['Rallick Nom']
7,6,108,"[""Challice D'Arle"", ""Estraysian D'Arle""]"
7,6,110,"[""Challice D'Arle"", ""Estraysian D'Arle""]"
7,6,117,['Murillio']
7,6,120,"['Mammot', 'Rallick Nom']"
7,6,122,['Murillio']
7,6,125,['Rallick Nom']
7,6,127,['Murillio']
7,6,129,['Rallick Nom']
7,6,132,['Kruppe']
7,6,133,['Murillio']
7,6,134,['Kruppe']
7,6,136,['Rallick Nom']
7,6,141,['Kruppe']
7,6,142,"['Rallick Nom', 'Murillio']"
7,6,147,['Krute of Talient']
7,6,152,['Murillio']
7,7,0,['Baruk']
7,7,8,['Baruk']
7,7,11,['Baruk']
7,7,12,['Baruk']
7,7,19,['Baruk']
7,7,23,['Roald']
7,7,25,['Baruk']
7,7,26,['Roald']
7,7,31,['Baruk']
7,7,32,['Baruk']
7,7,33,['Kruppe']
7,7,35,"['Baruk', 'Kruppe']"
7,7,38,['Baruk']
7,7,40,['Kruppe']
7,7,44,['Kruppe']
7,7,45,['Kruppe']
7,7,46,['Baruk']
7,7,47,['Kruppe']
7,7,49,['Baruk']
7,7,50,['Kruppe']
7,7,53,['Kruppe']
7,7,54,['Kruppe']
7,7,55,['Baruk']
7,7,59,['Baruk']
7,7,62,['Kruppe']
7,7,65,['Baruk']
7,7,70,['Kruppe']
7,7,72,['Kruppe']
7,7,74,['Baruk']
7,7,77,['Vorcan']
7,7,85,"['Kruppe', 'Baruk']"
7,7,87,"['Kruppe', 'Baruk']"
7,7,89,['Kruppe']
7,7,90,['Baruk']
7,7,92,['Kruppe']
7,7,96,['Kruppe']
7,7,98,"['Baruk', 'Oponn']"
7,7,99,['Kruppe']
7,7,102,['Kruppe']
7,7,103,['Baruk']
7,7,106,['Kruppe']
7,7,112,['Kruppe']
7,7,114,['Baruk']
7,7,116,['Kruppe']
7,7,117,['Baruk']
7,7,118,['Kruppe']
7,7,119,"['Baruk', 'Kruppe']"
7,7,120,['Kruppe']
7,7,124,['Kruppe']
7,7,126,"['Kruppe', 'Baruk']"
7,7,132,['Baruk']
7,7,135,['Kruppe']
7,7,136,['Baruk']
7,7,139,['Baruk']
7,7,144,['Baruk']
7,7,146,['Kruppe']
7,7,148,['Kruppe']
7,7,150,"['Kruppe', 'Murillio', 'Baruk']"
7,7,152,['Oponn']
7,7,153,['Kruppe']
7,7,157,['Kruppe']
7,7,158,['Coll']
7,7,159,['Baruk']
